Company Name,Address,Phone,Business Type
Current World,"34 North Brook Hall Road (2nd Floor), Banglabazar, Dhaka- 1100, Bangladesh","+880-2-7112390, 01711-406995, 01715-025957, 01711-015809",News Magazine Monthly
Cupid Traders,"G-4, DCC Market, Gulshan-2, Dhaka- 1212, Bangladesh",+880-2-9896203,"Optical Frame & Lenses, Optical Stores"
Customs Clearing & Forwarding,"89/1 D.I.T Road, Malibagh, Dhaka- 1217, Bangladesh","+88-01819-509723, 01675-109275",Furniture (Metal & Steel)
Cure Optics,"G-4, DCC Market, Gulshan-2, Dhaka- 1212, Bangladesh",+880-2-9896203,"Optical Frame & Lenses, Optical Stores"
Cute Furniture,"89/1 D.I.T Road, Malibagh, Dhaka- 1217, Bangladesh","+88-01819-509723, 01675-109275",Furniture (Metal & Steel)
Curry Soft,"805, CDA Avenue, JB Complex (3rd Floor), Chittagong- 4100, Bangladesh","+880-31-610898, 616068, 01819-311698",Cyber Cafe
Cyber Cafe Owners Association of Bangladesh (CCOAB),"Sr-108 (1st Floor), Bcs Computer City, Idb Bhaban, Agargaon, Dhaka- 1207, Bangladesh","+880-2-8128666, 01911-341202",Computer Sales & Distributor
Cyber Cafe,"805, CDA Avenue, JB Complex (3rd Floor), Chittagong- 4100, Bangladesh","+880-31-610898, 616068, 01819-311698",Cyber Cafe
Cyber Communications,"Sr-108 (1st Floor), Bcs Computer City, Idb Bhaban, Agargaon, Dhaka- 1207, Bangladesh","+880-2-8128666, 01911-341202",Computer Sales & Distributor
Cyber Developer BD,"46-48, New Elephant Road, Shop No. 208, 209 (2nd Floor), Suvasto Arcade It Park, Dhaka- 1205, Bangladesh","+880-2-9665363, 01919-931594",Computer Sales & Distributor
Cyber Lane It Limited,"121-C, Gulshan Avenue (4th floor), Gulshan, Dhaka- 1212, Bangladesh","+880-2-8823094, 9884210",Computer Education & Training Centres
Cyber Soft Technology,"46-48, New Elephant Road, Shop No. 208, 209 (2nd Floor), Suvasto Arcade It Park, Dhaka- 1205, Bangladesh","+880-2-9665363, 01919-931594",Computer Sales & Distributor
Cyber Max Ltd.,"121-C, Gulshan Avenue (4th floor), Gulshan, Dhaka- 1212, Bangladesh","+880-2-8823094, 9884210",Computer Education & Training Centres
Cybernetic Cyber Cafe,"House # 7, Road # 3 (2nd Floor) Dhanmondi, Dhaka- 1205, Bangladesh",+880-2-9346102,"Electronic Equipment, Manufacturers & Assemblers"
Cyber view technologies ltd.,"House # 7, Road # 3 (2nd Floor) Dhanmondi, Dhaka- 1205, Bangladesh","+880-2-9346102, 9663437","Electronic Goods Importers, Distributors, Sellers & Suppliers"
Cybernetic Systems Ltd.,"House # 7, Road # 3 (2nd Floor) Dhanmondi, Dhaka- 1205, Bangladesh",+880-2-9346102,"Electronic Equipment, Manufacturers & Assemblers"
Cybernetic Systems Ltd,"House # 7, Road # 3 (2nd Floor) Dhanmondi, Dhaka- 1205, Bangladesh","+880-2-9346102, 9663437","Electronic Goods Importers, Distributors, Sellers & Suppliers"
Cybernetic Systems Ltd.,"House # 7, Road # 3 (2nd Floor) Dhanmondi, Dhaka- 1205, Bangladesh","+880-2-9346102, 9663437",Photographer / Photo Studio (Professional Photography)
Cybernetic Systems Ltd. (Corp Off),"House # 7, Road # 3 (2nd Floor) Dhanmondi, Dhaka- 1205, Bangladesh","+880-2-9346102, 9663437",Photographer / Photo Studio (Professional Photography)
Cybernetic Systems Ltd.,"House # 7, Road # 3 (2nd Floor) Dhanmondi, Dhaka- 1205, Bangladesh","+880-2-9346102, 9663437",Engineering Consultant
Cybernetic Systems Ltd.,"House # 7, Road # 3 (2nd Floor) Dhanmondi, Dhaka- 1205, Bangladesh","+880-2-9346102, 9663437",Engineering Consultant
Cybertech,"515/1, Malibagh, Bagabari, Dhaka- 1217, Bangladesh","+880-2-9346102, 9663437",Electrical Meters
Cymbernetic Systems Ltd.,"515/1, Malibagh, Bagabari, Dhaka- 1217, Bangladesh","+880-2-9346102, 9663437",Electrical Meters
CYME Telecom,"38, Grivas Digenis Avenue and, 3, Deligiorgis St, Po Box 1455, 1509 Nicosia, CYPRUS",(3572) 449500,International Chamber of Commerce
Cyprus Chamber of Commerce & Industry,"38, Grivas Digenis Avenue and, 3, Deligiorgis St, Po Box 1455, 1509 Nicosia, CYPRUS",(3572) 449500,International Chamber of Commerce
Cypress Wedding Planner & Event Management,"Alam Nagar Sugundha Housing, Hemayetpur, Dhaka- 1433, Bangladesh",+88-01620-209537,Event Management
Cycle Place (Show Room),"5/82, Eastern Plaza, 4th Floor, Sonargaon Road, Hatirpool, Dhaka- 1205, Bangladesh","+88-01833-055777, 01720-422772",Mobile Telephone Set Dealers & Sellers
Cyme Electronics,"5/82, Eastern Plaza, 4th Floor, Sonargaon Road, Hatirpool, Dhaka- 1205, Bangladesh","+88-01833-055777, 01720-422772",Mobile Telephone Set Dealers & Sellers
T & T University College,"Motijheel, Dhaka- 1000, Bangladesh","+88-02-7193810, 01918-967445, 01913-970057",College
T & C TRADE INTERNATIONAL,"Suit No. 403, 3rd Floor, Concept Tower 68-69, Dhaka- 1205, Bangladesh",+88-01711-520950,Travel Agencies (Air Ticketing & others)
T & A Technology,"House-109, Road-13, Block-E, Dhaka- 1213, Bangladesh","+88-02-9896925, 01713-024442",Taxi Service
T & C TRADE INTERNATIONAL,"Suit No. 403, 3rd Floor, Concept Tower 68-69, Bir Uttam K. M. Shafiullah Sharak, Dhaka- 1205, Bangladesh",+88-01711-520950,Jute Mills / Industries / Spinners
T & A International,"224/25, Nahar Plaza (1st Floor), Dhaka- 1205, Bangladesh","+88-01715-996116, 01975-996116",Mobile Phone Repair Shop
T-2 Computer System.,"House # 244 (2nd Floor), Lane # 3, Baridhara DOHS, Dhaka- 1212, Bangladesh","+88-02-8419044, 01929-918961-68, 01965-111999",Online Shopping
T-Mobile,"224/25, Nahar Plaza (1st Floor), Dhaka- 1205, Bangladesh","+88-01715-996116, 01975-996116",Mobile Phone Repair Shop
T-Mart Group,"35, Baitul Aman Mosjit Complex, Inner Circular Road, Motijheel, Dhaka- 1000, Bangladesh","+880-2-7101672, 7101673",Cosmetics & Beauty Products
T-bazar.com,"House # 244 (2nd Floor), Lane # 3, Baridhara DOHS, Dhaka- 1212, Bangladesh","+88-02-8419044, 01929-918961-68, 01965-111999",Online Shopping
T-Series Solutions,"Rose View Plaza (7th Floor), 185 Elephant Road, Hatirpool, Dhaka- 1205, Bangladesh","+88- 02223363369, 02223367598, 01911-343152",Software & Customized Software Solutions
T-Series Solutions,"T. K. Bhaban (2nd Floor), 13, Karwan Bazar, Dhaka- 1215, Bangladesh","+88-02-9115210, 9144136, 9142876",Galvanizing Services
T. K. Group of Industries,"T. K. Bhaban (2nd Floor), 13, Karwan Bazar, Dhaka- 1215, Bangladesh","+88-02-9115210, 9144136, 9142876",Galvanizing Services
T. A. Khan Securities Co. Ltd.,"T. K. Bhaban (2nd Floor), 13, Karwan Bazar, Dhaka- 1215, Bangladesh","+880-2-9115210, 9144136, 9142876",Vanaspati Ghee Industries
T. J. Fashion ltd.,"Chand Para, Uttarkhan, Uttara, Dhaka- 1230, Bangladesh","+880-2-8917785-1402, 8922609, 8913067, 9556402, 9566011",Knit Wears Manufacturers & Exporters [ Knit Garments ]
T. K. Group of Industries,"T. K. Bhaban (2nd Floor), 13, Karwan Bazar, Dhaka- 1215, Bangladesh","+880-2-9115210, 9144136, 9142876",Vanaspati Ghee Industries
T. M. M Knitting Mills Limited,"North Masdair, Gabtoli, Fatullah, Narayanganj- 1400, Bangladesh",+880-2-9561341-3,Knit Wears Manufacturers & Exporters [ Knit Garments ]
T. M. R Knit Fashion Ltd.,"14, Rajuk DIT Avenue (4th Floor), Motijheel C/A, Dhaka- 1000, Bangladesh","+880-2-9556117, 9563758",Pipe Manufacturers
T. M. Scientific & Chemicals Co.,"195, Motijheel C/A (Senakallan Bhavan), Dhaka- 1000, Bangladesh",+880-2-9551918,Knit Wears Manufacturers & Exporters [ Knit Garments ]
T. R. PVC Pipe Ltd.,"14, Rajuk DIT Avenue (4th Floor), Motijheel C/A, Dhaka- 1000, Bangladesh","+880-2-9556117, 9563758",Pipe Manufacturers
T. V. M Bangladesh,"195, Motijheel C/A (Senakallan Bhavan), Dhaka- 1000, Bangladesh",+880-2-9551918,Knit Wears Manufacturers & Exporters [ Knit Garments ]
T. Tech,"Afroza Complex, 2nd Floor, Beside of BMA Bhaban 22/B, Topkhana Road, Dhaka- 1000, Bangladesh",+88-01817-676935,Medical Disposable Items
T.A. Air International,"Satabdi Center (8th Floor), Suite 8-B3, 292, Inner Circular Road, Fakirapool, Dhaka- 1000, Bangladesh","+88-02-7195659, 7195660, 01977-734979",Travel Agencies (Air Ticketing & others)
T.A.B. International,"Liberty Tower 183/12-13 Jubilee Road, Chittagong- 4100, Bangladesh",+880-31-622392,Marine Equipment & Machinery
T.M. Trading,"Kaptan Bazar Complex, (1st Floor), Shop-197, Bhaban-1, Dhaka- 1203, Bangladesh",+88-01757-211020,Fire Detection & Protection System Equipment
T.D.K. Enterprise,"Liberty Tower 183/12-13 Jubilee Road, Chittagong- 4100, Bangladesh",+880-31-622392,Marine Equipment & Machinery
T.M. Overseas,"46/1, Kakrail, Dhaka- 1000, Bangladesh",+880-2-9359508,Diagnostic Centers
T.M.M.C Diagnostic Centre,"46/1, Kakrail, Dhaka- 1000, Bangladesh",+880-2-9359508,Diagnostic Centers
T.N. Enterprise,"10 Taher Tower, 316 (2th Floor), Gulshan Circle -2, Dhaka- 1212, Bangladesh","+880-2-9881029, 01781-911138, 01675-413714",Logistic Support
T.N Trading,"Shop No B-4, 234, 235, 235-C (2nd Floor), Jabir Tower, Nawabpur, Dhaka- 1100, Bangladesh","+88-01922-718730, 01685-193171",Pipe Manufacturers
T.s. Computer,"69/7 Water Works Road Posta, Dhaka- 1211, Bangladesh","+88-02-7318485, 7318485, 01711-531840",Hide & Skin Merchants
T.S. Corporation,"10 Taher Tower, 316 (2th Floor), Gulshan Circle -2, Dhaka- 1212, Bangladesh","+880-2-9881029, 01781-911138, 01675-413714",Logistic Support
T.S. Trading,"69/7 Water Works Road Posta, Dhaka- 1211, Bangladesh","+88-02-7318485, 7318485, 01711-531840",Hide & Skin Merchants
Ta-Seen Group,"Multiplan Center, Level # 01 Shop # 122, Dhaka- 1205, Bangladesh",+88-01977-591542,"Computer Products, Accessories, Parts & Services"
Taa-Haa Recruitment Services,"Adept Amir Complex, 3rd Floor, Ka 3/1/C, Bashundhara Link Road, Jagannathpur, Vatara, Dhaka- 1229, Bangladesh","+88-02-8414347, 8933344, 01819-191712",Manpower Recruiting Agency
Tabana International,"Sattara Centre (11th Floor), 30/A, Nayapaltan, V.I.P. Road, Dhaka- 1000, Bangladesh","+88-02-9337832, 9334178, 9360366, 01713-403585",Manpower Recruiting Agency
Tad Gadgets,"Multiplan Center, Level # 01 Shop # 122, Dhaka- 1205, Bangladesh",+88-01977-591542,"Computer Products, Accessories, Parts & Services"
Tafa Human Resource Development,"Sattara Centre (11th Floor), 30/A, Nayapaltan, V.I.P. Road, Dhaka- 1000, Bangladesh","+88-02-9337832, 9334178, 9360366, 01713-403585",Manpower Recruiting Agency
Tahacin Telecom,"Shop 6/28, Eastern Molika (6th Floor), Elephant Road, Dhaka- 1205, Bangladesh","+88-01912-375347, 01752-500530",Mobile Telephone Set Dealers & Sellers
Taher & Co. Ltd.,"218, Dewanhat, D.T. Road, Chittagong- 4100, Bangladesh","+88-031-720228, 710610, 716471",Ship Breaker
Tafseer Overseas,"Dharmaganj, Enayetnagar, Fatullah, Narayanganj- 1400, Bangladesh",+880-2-9750741,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Taher and Sons,"45/46, Misco Super Market, 4 No. Darus Salam Road, Mirpur 1, Dhaka- 1216, Bangladesh","+88-01817-090863, 01942-214046","Exporter, Importer & Indentor (Multi Products)"
Taha Knit Concern,"Dharmaganj, Enayetnagar, Fatullah, Narayanganj- 1400, Bangladesh",+880-2-9750741,Knit Wears Manufacturers & Exporters [ Knit Garments ]
Taher Brothers Ltd.,"Steel Mill Bazar, North Potenga, Chittagong- 4204, Bangladesh",+880-31-740862,Engineering Construction Civil
Taher Engineering & Servicing Center,"45/46, Misco Super Market, 4 No. Darus Salam Road, Mirpur 1, Dhaka- 1216, Bangladesh","+88-01817-090863, 01942-214046","Exporter, Importer & Indentor (Multi Products)"
Taher Group,"House # 79, Block# G, 1st Floor, Airport Road, Chairman Bari, Dhaka- 1213, Bangladesh","+880-2-9892360, 01712-811355, 01922-558888",Gift & Novelties
Tahmid Enterprise,"66, Kazi Nazrul Isalm, Dhaka- 1215, Bangladesh",+88-01686-878100,Refrigeration Equipment & Parts
Tahmid Enterprise Ltd,"House # 79, Block# G, 1st Floor, Airport Road, Chairman Bari, Dhaka- 1213, Bangladesh","+880-2-9892360, 01712-811355, 01922-558888",Gift & Novelties
Tahseen Traders,"66, Kazi Nazrul Isalm, Dhaka- 1215, Bangladesh",+88-01686-878100,Refrigeration Equipment & Parts
Tahsin Enterprise,"Motalib Plaza, 600-F, 4th Floor, Hatirpool, Dhaka- 1205, Bangladesh","+88-02-58616421, 01711-155457, 01939-914446",Mobile Telephone Set Dealers & Sellers
Taheria Knit Limited,"Obaydi Mansion, 37, Mitford Road, Dhaka- 1100, Bangladesh","+88-01711-664736, 01920-859616",Medical Disposable Items
Tahsin Surgical,"Obaydi Mansion, 37, Mitford Road, Dhaka- 1100, Bangladesh","+88-01711-664736, 01920-859616",Medical Disposable Items
Tai Wah Resturant,"271 Nawabpur Road, Dhaka- 1100, Bangladesh",+880-2-7112952,Hardware & Machinery
Taiba Tours & Travels,"181, Gulshan Avenue, Gulshan-2, Dhaka- 1212, Bangladesh",+88-02-8851082,Foreign Missions (Embassy & High Commission) in Bangladesh
Taif Perfumery House,"56, Motford Road, Hazi Yousuf Mansion, Shop No 53, Babubazar, Dhaka- 1100, Bangladesh","+88-01712-634913, 01972-634913",Chemical & Perfumery Merchant
Taif Corporation,"271 Nawabpur Road, Dhaka- 1100, Bangladesh",+880-2-7112952,Hardware & Machinery
Taipei Representative Office,"181, Gulshan Avenue, Gulshan-2, Dhaka- 1212, Bangladesh",+88-02-8851082,Foreign Missions (Embassy & High Commission) in Bangladesh
Taiwan Glass Hosue,"Shop No-316, Level-4, Suvastu Arcade (ICT Bhaban), Dhaka- 1205, Bangladesh",+88-01934-790794,"Computer Products, Accessories, Parts & Services"
Tairan Travels & Tours Ltd.,"104-105 Nawabpur Road, Dhaka- 1100, Bangladesh","+880-2-7115888, 01711-174453",Bearing
Taj Enterprise & Networking,"Shop No-316, Level-4, Suvastu Arcade (ICT Bhaban), Dhaka- 1205, Bangladesh",+88-01934-790794,"Computer Products, Accessories, Parts & Services"
Taj Exim International,"164 Meher Tower (2rd Floor), Sonargaon Road, Dhaka- 1205, Bangladesh",+88-01630-333350,Textile Chemicals Importers & Suppliers
Taj Bearing House,"104-105 Nawabpur Road, Dhaka- 1100, Bangladesh","+880-2-7115888, 01711-174453",Bearing
Taj International,"3/5, Jalil Tower (1st Floor), 77 Khan-A-Sabur Road, Khulna- 9100, Bangladesh",+88-01711-143991,Computer Sales & Distributor
Taj Paper Store,"10/11, Syed Hassan Ali Lane, Nayabazar, Armanitola, Dhaka- 1000, Bangladesh","+880-2-7100482, 7100755",Paper Merchants & Suppliers
Taj Jahan Computer,"3/5, Jalil Tower (1st Floor), 77 Khan-A-Sabur Road, Khulna- 9100, Bangladesh",+88-01711-143991,Computer Sales & Distributor
Taj Pharma,"477, Shahid Muktijodda Faroq iqbal & Toslim Road, D.I.T Road, Malibagh, Dhaka- 1217, Bangladesh","+88-01923-447727, 01726-255012",Medicine Stores
Taj Melamine Ind. Pvt. Ltd.,"45-47 new shampur high school road, shampur, Dhaka- 1204, Bangladesh","+88-01672-088947, 01714-339734",Crockeries
Taj Plastic Industries,"45-47 new shampur high school road, shampur, Dhaka- 1204, Bangladesh","+88-01672-088947, 01714-339734",Crockeries
TAJ Scientific,"Russel Centre, 26 Hatkhola Road, Motijheel, Dhaka- 1000, Bangladesh",+880-2-57163838,Scientific Equipment / Instruments / Products
TAJ Scientific,"5/6, Kaniz Plaza, Ground Floor, Sylhet- 3100, Bangladesh","+88-0821-712015, 712064, 01730-055680",Tour Operators & Promoters
Taj Travels & Tours,"5/6, Kaniz Plaza, Ground Floor, Sylhet- 3100, Bangladesh","+88-0821-712015, 712064, 01730-055680",Tour Operators & Promoters
Taj Tex Industries,"145, Bcs Computer City (1st Floor), Idb Bhaban, Sher-E-Bangla Nagar, Dhaka- 1207, Bangladesh","+880-2-9137620, 01712-041992",Computer Sales & Distributor
Taja Med,"Contact us AK- Complex, Level-4 (3rd Floor) 19 Biruttam KM Safiullah Sarak, Dhaka- 1205, Bangladesh",+88-01308-544330,Medical Equipment
Tajco International,"145, Bcs Computer City (1st Floor), Idb Bhaban, Sher-E-Bangla Nagar, Dhaka- 1207, Bangladesh","+880-2-9137620, 01712-041992",Computer Sales & Distributor
Takaful Isalmi Insurance Limited,"42, Dilkusha C.A. (7th Floor), Dhaka- 1000, Bangladesh",+88-01822-555260,Insurance Companies (Life)
Tajima International,"42, Dilkusha C.A (7th Floor), Dhaka- 1000, Bangladesh",+880-2-9570928-30,Insurance Companies (General)
Takako Trade Corporation,"Eastern Housing Building, 73, Kakrail (8th Floor), Room # 7, Dhaka- 1000, Bangladesh",+880-2-9331524,"Exporter, Importer & Indentor (Multi Products)"
Takaful Islami Insurance Ltd.,"42, Dilkusha C.A (7th Floor), Dhaka- 1000, Bangladesh",+880-2-9570928-30,Insurance Companies (General)
Takdir Trade International,"Muktizaddha Market (1st & 2nd Floor), A Hamid Road, Pabna, Bangladesh",+88-01711-362689,Computer Sales & Distributor
Take Tex,"House: B/38, Main Road, Eastern Housing, Pallab, Dhaka- 1216, Bangladesh",+88-01915-629793,Scientific Equipment / Instruments / Products
Take Plus Computers,"Muktizaddha Market (1st & 2nd Floor), A Hamid Road, Pabna, Bangladesh",+88-01711-362689,Computer Sales & Distributor
Takeout Dhanmondi,"10/3/7, Toyenbee Circular Road, 3rd Floor, Motijheel C/A, Dhaka- 1000, Bangladesh","+88-02-9512834, 01915-471552, 01715-341956","Exporter, Importer & Indentor (Multi Products)"
Takwah International,"10/3/7, Toyenbee Circular Road, 3rd Floor, Motijheel C/A, Dhaka- 1000, Bangladesh","+88-02-9512834, 01915-471552, 01715-341956","Exporter, Importer & Indentor (Multi Products)"
Talukder Computers & Solutions Ltd.,"Shop # 10, Banani Super Market (G/F) 44, Kemal Ataturk Avenue, Banani, Dhaka- 1213, Bangladesh","+880-2-9822290, 01715-596219",Computer Sales & Distributor
Takwoa Motors,"87 Dns Centre, Level-10, Road- Mymensingh Highway, Sector-7, Uttara, Dhaka- 1230, Bangladesh","+880-2-7913062, 01711-541620",Computer Sales & Distributor
TALUKDER TRADE INTERNATIONAL,"60 Nawabpur Road, GSM Tower, (Nawabpur Malik Somiti Office Near), Dhaka- 1100, Bangladesh",+88-01712-511954,Hardware & Machinery
Talukder Ict Ltd,"87 Dns Centre, Level-10, Road- Mymensingh Highway, Sector-7, Uttara, Dhaka- 1230, Bangladesh","+880-2-7913062, 01711-541620",Computer Sales & Distributor
Tamam Corporation,"27/11/3-C Hasan Bhaban, Topkhana Road, Dhaka- 1000, Bangladesh","+880-2-9569884, 9561575",Interior Design & Decoration
Tama Fashion,"27/11/3-C Hasan Bhaban, Topkhana Road, Dhaka- 1000, Bangladesh","+880-2-9569884, 9561575",Interior Architectural Consultant
Tamanna Hajj Group,"58, Kamal Ataturk Avenue Banani Bazar, Dhaka- 1213, Bangladesh","+88-01711-323925, 01911-323925",Travel Agencies (Air Ticketing & others)
Tamam Corporation,"27/11/3-C Hasan Bhaban, Topkhana Road, Dhaka- 1000, Bangladesh","+880-2-9569884, 9561575",Interior Architectural Consultant
Tamanna Book House,"36, Kamal Ataturk Avenue, Delta Dahlia, Apt-6-A, Banani, Dhaka- 1213, Bangladesh","+880-2-8825940, 9883357-8, 9885152",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Tamanna Knitwears,"36, Kamal Ataturk Avenue, Delta Dahlia, Apt-6-A, Banani, Dhaka- 1213, Bangladesh","+880-2-8825940, 9883357-8, 9885152",Knit Wears Manufacturers & Exporters [ Knit Garments ]
Tamanna Pharmacy,"Room # 501, DSE Building, 9/F, Motijheel C/A, Dhaka- 1000, Bangladesh","+880-2-9560978, 9576165, PABX-9564601EXT-501, 01759-911611",Share & Security Broker House
Tamha Securities Limited,"Room # 501, DSE Building, 9/F, Motijheel C/A, Dhaka- 1000, Bangladesh","+880-2-9560978, 9576165, PABX-9564601EXT-501, 01759-911611",Share & Security Broker House
Tamishna Dyeing Industries Ltd.,"20 Shere e Bangla Road Hazaribagh, Dhaka- 1209, Bangladesh","+880-2-8650268, 01819-284161",Chemicals
Tamijuddin Textile Mills Limited.,"Shop No. # 116 Motalib Plaza (Gr. Floor), Hatirpool, Dhaka- 1205, Bangladesh",+88-01674-915550,Mobile / Cellular Phone Content Provider
Tan Trade BD Limited,"20 Shere e Bangla Road Hazaribagh, Dhaka- 1209, Bangladesh","+880-2-8650268, 01819-284161",Chemicals
TANAS,"Shop No. # 116 Motalib Plaza (Gr. Floor), Hatirpool, Dhaka- 1205, Bangladesh",+88-01674-915550,Mobile / Cellular Phone Content Provider
Tammjrco International Ltd.,"Sugandha Banizik Bhaban, Victoria Road, Tangail, Tangail, Bangladesh",+88-01817-508012,Computer Sales & Distributor
Tangail Calling Ltd.,"Sugandha Banizik Bhaban, Victoria Road, Tangail, Tangail, Bangladesh",+88-01817-508012,Computer Sales & Distributor
